Ticker,Company,Sector,Market_Cap_B,PE_Trailing,PE_Forward,ROE,Debt_to_Equity,Dividend_Yield,Earnings_Growth,Revenue_Growth,Profit_Margin,Current_Price,Avg_Volume,Free_Float,Shares_Outstanding,Beta,Alpha_Annualized,R_Squared,Momentum_6M_Pct,Momentum_12M_Pct,Annualized_Vol_Pct,Return_Period_Pct
2628.HK,CHINA LIFE,Financial Services,1146.068533248,4.038772,5.1198735,27.717000000000002,60.595,386.0,,-33.6,43.787,25.0,67936662,8941256780,7441175000,1.134619940014028,20.733196684978637,0.5816144351998414,-8.491946269178563,13.209519059063336,37.5511564860685,99.30979373644277
0016.HK,SHK PPT,Real Estate,379.609219072,17.282322,15.0136385,3.662,16.604,289.0,36.199999999999996,32.0,23.787001,131.0,7431144,1350960660,2897780274,0.5013374379793485,9.859034006201155,0.28222155791471637,32.99072109054295,46.11857722040611,23.819110455342585,42.36981656728391
0857.HK,PETROCHINA,Energy,2636.562300928,10.989797,9.494465,9.8050006,19.643,487.0,-0.8999999999999999,2.1999999999999997,5.4920003,10.77,157217259,29722606798,21098900000,0.5397861012531496,40.42935573652429,0.19919973367954139,23.226553087035118,48.979944791285334,30.525853433921174,476.3871746656685
1024.HK,KUAISHOU-W,Communication Services,195.118465024,9.33472,8.091964,26.304,28.907,154.0,30.9,11.799999999999999,13.038999,44.9,40306326,2804578350,3649869531,1.7296521663877842,-18.88700154387519,0.49713780951335856,-34.35672437976315,-40.68856151596007,61.91713768069307,-83.55337957696169
3968.HK,CM BANK,Financial Services,1253.426331648,7.669753,7.016368,12.020999999999999,,666.0,1.6,-1.7999999999999998,51.394004,49.7,16099404,15903634636,4590901172,1.0782449908738811,7.476253854291748,0.5338846747357272,-3.366453705661665,-4.366431204395605,37.24639249938594,5.338359949913873
0669.HK,TECHTRONIC IND,Industrials,191.939723264,20.448343,14.929414,17.989999,25.278,252.0,0.1,1.6,7.853000000000001,104.9,6635285,1423235087,1829739941,0.8115615304885019,5.63718758766095,0.2341369349096747,16.55555725097657,9.970207685599707,42.332798722365496,-13.548664198272808
9618.HK,JD-SW,Consumer Cyclical,345.35849984,15.26603,7.176242,7.6240000000000006,36.457,349.0,,1.5,1.5,111.9,12643480,2461452150,2584105173,1.7757791745610936,-7.572649973232673,0.6603528479591537,-3.700512508858833,-16.05401428053209,55.155830008655556,-65.1043536818191
0001.HK,CKH HOLDINGS,Industrials,232.675196928,19.660194,9.165592,2.8889999,48.609,381.0,59.699999999999996,-2.8000000000000003,4.2280003,60.75,10005912,2649624785,3830044500,0.5208634421089041,7.493394385332362,0.2882044306678226,10.655734629376123,17.750746587259414,24.488604858455005,26.34983355800906
9992.HK,POP MART,Consumer Cyclical,187.202633728,13.02112,8.722449,77.598,12.633,191.0,271.20000000000005,174.10000000000002,34.416999999999994,141.8,19332460,659483178,1320187713,1.2540460610833017,36.72715319622953,0.2585165813812307,-35.13266281218218,-43.95256796373209,62.25292757322761,139.89680802922027
2388.HK,BOC HONG KONG,Financial Services,456.532656128,11.363158,10.211562,11.6730005,,754.0,-1.2,-2.7,58.376,43.18,12184131,3588084439,10572780266,0.45617780556114335,17.974118190162123,0.260650166755942,15.085287255749314,22.074425922095408,22.552549342268254,114.28051788692275
9888.HK,BIDU-SW,Communication Services,296.155938816,64.76191,11.748546,1.9040000000000001,33.506,,-81.0,-4.1000000000000005,4.33,108.8,12778983,2128049010,2198000952,1.554328360076356,-1.9885506120070593,0.5741110345597119,-3.4605093186253266,20.687743993576248,51.77681331509327,-50.858172515294974
0002.HK,CLP HOLDINGS,Utilities,188.220571648,17.99517,15.882559,10.148,53.707,703.0,-16.400000000000002,-3.6999999999999997,12.119000400000001,74.5,3791112,1812324052,2526450570,0.2010309319709096,5.866355044260055,0.10266926969319452,12.469344046384311,14.733475652606408,15.83554968189367,25.75630625467649
2269.HK,WUXI BIO,Healthcare,144.592584704,26.499998,18.445307,11.639,5.852,,39.4,17.2,22.525999,34.98,37148668,3729687008,4133579013,1.6647586146525355,-0.8558194505619383,0.3954861240271476,11.757189759987297,17.185926617110535,66.81533330349504,-67.18574104789663
1088.HK,CHINA SHENHUA,Energy,1112.0869376,15.423841,14.050973,13.086999999999998,7.452,480.99999999999994,11.1,-3.0,18.384,46.58,15359358,6856427551,3377482000,0.5320094360313949,37.682213734654304,0.19056112314978196,15.870649121969628,35.4276857384481,30.76044945654766,403.32353637369874
1801.HK,INNOVENT BIO,Healthcare,157.453287424,172.64153,35.301407,5.011,14.547,,,29.599999999999998,6.2379999999999995,91.5,11564785,1593433764,1720801070,1.1804530294437874,21.14807021620404,0.22968959858730822,-4.885651868337271,3.7415001881398346,62.168235370195035,12.75415684474197
0386.HK,SINOPEC CORP,Energy,766.810390528,15.3,9.103191,3.656,53.807,488.0,-89.1,-5.4,1.1670000999999999,4.59,229382400,33914769719,23782600600,0.5626864717565695,14.394184880390082,0.2988006960374087,2.6845719916934296,-0.5116875353214034,25.981616313594635,73.20478848426053
1378.HK,CHINAHONGQIAO,Basic Materials,363.97744128,13.535055,9.436361,18.556998999999998,51.18,450.0,-23.1,-1.5,13.941999999999998,36.68,44589102,3820160087,9923049841,1.0163851510921946,44.437618369334714,0.2864220997466133,19.634704787096723,66.72727411443537,47.93420655833435,409.14008062073054
2020.HK,ANTA SPORTS,Consumer Cyclical,223.163744256,14.779818,12.694986,22.512,43.87,268.0,-15.0,12.4,16.939,80.55,10846236,1304610798,2770499587,1.164196630199657,0.2770295017935686,0.4884517220100727,-5.954463961778378,-10.2917352856558,42.04419182659035,-32.17207465751968
1109.HK,CHINA RES LAND,Real Estate,204.80057344,7.0913577,7.422262,8.043,80.398,457.0,-11.700000000000001,-6.6000000000000005,9.031,28.72,19354660,2884251132,7130939579,1.0642634382022766,8.09289590763609,0.41457941127441983,-6.994818348817877,-2.2928131229765114,41.7191806936911,0.0674402087855297
0823.HK,LINK REIT,Real Estate,95.329091584,,14.642657,-4.3509997,36.181,721.0,,5.1,-48.009997999999996,36.68,12694730,2585202178,2598939023,0.4552562449556419,-4.045392311515939,0.23716844763777192,3.4866009039459245,-12.990653825045506,23.594889618337493,-27.593112934340404
9961.HK,TRIP.COM-S,Consumer Cyclical,255.297519616,7.2093024,10.4093,21.125,18.163,57.99999999999999,97.8,20.8,53.348,390.6,4214473,594386151,653603432,1.4066011812822785,20.569345890769455,0.45250889143485157,-27.05882238963294,-22.882525942050226,52.899308967751544,
0175.HK,GEELY AUTO,Consumer Cyclical,257.179189248,12.875675,9.48685,17.877000000000002,24.681,210.0,0.8999999999999999,45.800000000000004,4.881,23.82,69692091,6064475732,10796774947,1.231678283892799,15.279620637270769,0.44480780509875983,40.117645263671875,24.451413032473155,46.61241218716408,27.538858709333546
1113.HK,CK ASSET,Real Estate,158.749949952,14.632258,12.043203,2.7470000000000003,13.755,392.0,-7.5,38.4,19.216,45.36,6162493,1894080034,3499778333,0.48289129148078175,6.524415676324276,0.2793208630241615,13.2867122207311,24.86354987993902,23.061533314103695,21.9307817069353
2015.HK,LI AUTO-W,Consumer Cyclical,147.043024896,117.70492,23.203316,1.577,24.357,,-99.8,-35.0,1.001,71.8,12210119,1098465294,1691190804,1.6378557427609026,7.019994403943675,0.4158105559895252,-1.0337697704367321,-39.562288546005696,65.14932636320351,
9633.HK,NONGFU SPRING,Consumer Defensive,534.881927168,29.725,23.732887,44.228,11.383,237.0,40.2,30.0,30.195,47.56,6704587,1785306148,5034666400,0.775682633418592,11.02037543889064,0.3130758349454184,-5.728442707520099,5.92427562809541,34.99047096320273,29.275720904517534
0006.HK,POWER ASSETS,Utilities,133.620293632,21.399317,19.228352,7.014999500000001,3.659,450.0,2.6,-9.9,808.82,62.7,3448193,1363374522,2131105154,0.16892420601937633,13.871141202295423,0.06128655722121827,20.230103410112488,24.715177500136008,17.222641719257062,83.48973724566943
0003.HK,HK & CHINA GAS,Utilities,132.858273792,23.733332,21.125715,9.612001000000001,84.706,492.0,2.1,-4.2,10.47,7.12,23422640,10849968067,18659870098,0.35790821128618483,-3.455844610208226,0.20449674638129703,-1.6574570352582918,3.623611383403058,19.976479525764695,-22.746586910466114
2057.HK,ZTO EXPRESS-W,Industrials,144.459005952,14.925374,11.169128,14.229,17.096,284.0,790.7,12.3,18.495001,190.0,2174474,386114113,554210501,0.9892490418962183,4.417434302034784,0.38529134067111104,18.030577819805416,20.58722043756911,40.225505238820865,-14.254758088850894
0027.HK,GALAXY ENT,Consumer Cyclical,157.477502976,14.798353,12.839234,13.397998999999999,2.436,445.0,24.2,18.099999999999998,21.676001,35.96,10393433,2592544713,4379240712,0.969832111183918,-6.105572171293837,0.41153718656019034,-9.420658958672224,-3.7464330054426287,38.157728267102456,-46.85783126553107
0288.HK,WH GROUP,Consumer Defensive,136.385232896,11.072917,10.768077,15.65,32.198,574.0,-6.1,7.3,5.5910002,10.63,29524805,7467060258,12830219550,0.5538640254880833,19.965518772496072,0.23054794634831702,30.110159304464435,41.78275127681093,29.114747120186024,117.7451220654521
1093.HK,CSPC PHARMA,Healthcare,110.912004096,24.897436,15.731319,11.332,1.856,309.0,-31.7,-3.3000000000000003,14.928000999999998,9.71,113303166,7702180100,11422451732,0.9145735016895107,13.047123512709074,0.2666143822266936,20.771145326088416,14.372317101198817,44.70615516614511,18.79547876628882
0267.HK,CITIC,Industrials,346.755923968,5.2052402,4.7332954,7.933,206.074,551.0,-25.0,-3.6999999999999997,6.252000000000001,11.92,18553265,4942100100,29090262630,0.769855987581037,21.061162501072843,0.4070346050210971,-3.0105767836251074,-1.6223734767103482,30.456803314020657,126.32226184176396
0992.HK,LENOVO GROUP,Technology,120.201142272,10.2,8.629078,24.169001,64.395,401.99999999999994,-27.1,18.099999999999998,1.8870000000000002,9.69,99623376,8678919881,12404659302,0.8942741540821411,11.977593853408788,0.274473509818312,0.04892803394180856,-3.205404347720886,43.08349778157373,16.048304743752517
1928.HK,SANDS CHINA LTD,Consumer Cyclical,138.5586688,19.678162,12.170004,73.68400000000001,506.567,584.0,-4.1000000000000005,12.0,12.038,17.12,15751699,2039531651,8093379566,1.1731752873444021,-4.99460529222691,0.37306382996255605,-17.134554861200225,-7.221936189550737,48.47991250739753,-55.00048580043919
0017.HK,NEW WORLD DEV,Real Estate,20.006969344,,-190.1459,-6.494999999999999,74.756,,,-50.0,-63.786,7.95,15373944,1366790626,2516600000,0.944739138425598,-18.019829887457696,0.29540077375168466,14.718614807975339,30.541865518457435,43.872924710016115,-73.29118176806017
1038.HK,CKI HOLDINGS,Utilities,161.759002624,18.608694,17.09074,6.1240003000000005,15.293,407.0,3.0,-12.1,173.017,64.2,2655353,607175846,2519610945,0.20039813938118695,14.304347231612912,0.05759678511012134,20.112247019379726,21.58174330957563,21.075847962215484,80.94264835326344
6098.HK,CG SERVICES,Real Estate,19.505311744,29.949999,6.5741105,1.5470001,7.284,87.0,,9.700000000000001,1.244,5.99,8355075,2782375355,3256312516,1.8472138453946894,-23.75976269001298,0.40289975759054325,-7.704160518234582,-14.91477551739202,73.45293698626256,-91.00739478873676
0241.HK,ALI HEALTH,Healthcare,76.108447744,33.714283,22.69712,11.7589995,0.432,,63.6,17.0,5.845000000000001,4.72,131805898,5872970445,16124671990,1.848803628512133,-11.582557635126307,0.5007233944263965,-18.055562454241013,-2.880665421330264,65.94507052175535,-78.88143306652925
0011.HK,0011.HK,N/A,,,,,,,,,,,,,,,,,,,,
2313.HK,SHENZHOU INTL,Consumer Cyclical,70.83184128,10.684808,8.712228,15.885,39.66,548.0,-20.0,2.1999999999999997,18.795,47.12,7064116,792994911,1503222397,1.064152851645941,-13.025478272213828,0.3685828310661425,-32.44444597579245,-19.084729492639973,44.24120587377223,-66.16550693238385
0101.HK,HANG LUNG PPT,Real Estate,44.801888256,23.945944,13.137409,1.6310000000000002,37.704,587.0,-22.7,-2.9000000000000004,18.145001,8.86,12183248,1727957222,5056646442,0.7862838654125589,-5.236439049778578,0.3585590369026753,-1.1160756812943928,20.70783586983658,33.142824810639866,-39.66100103143611
0960.HK,LONGFOR GROUP,Real Estate,52.389322752,44.82353,9.586247,0.434,70.115,248.0,,-52.2,1.05,7.62,18829013,1951455930,6875239304,1.6361586535221058,-14.42098629765614,0.41391517585265036,-21.163535450538053,-26.72695119555726,64.18894419593519,-80.7085555067524
2382.HK,SUNNY OPTICAL,Technology,64.282873856,17.565983,11.959818,17.462,20.978,200.99999999999997,83.8,21.3,10.731,59.9,12389559,651400758,1073169800,1.3351521009707048,-7.8925398659281765,0.3891454619822527,-7.059729461301978,-22.10663155094873,54.0213274624584,-65.47622607300461
1997.HK,WHARF REIC,Real Estate,67.647148032,,10.203335,-2.3020001,18.279,592.0,,-0.0,-33.219,22.28,4738442,1599364800,3036227327,0.7151371460363765,-3.9745833755605067,0.30896665151736585,-6.175711930926342,-4.094731717169397,32.47312074963918,-35.203860542104515
0688.HK,CHINA OVERSEAS,Real Estate,127.7267968,8.840909,8.224101,3.2689999999999997,58.992,428.0,-23.1,-13.600000000000001,7.550000399999999,11.67,22957442,3703420399,10944883535,1.000279058329147,1.868489399576328,0.39479427841773646,-14.692983801479587,-16.761369066588482,40.181509244545225,-23.99468696807181
0012.HK,HENDERSON LAND,Real Estate,139.81925376,23.104,15.834548,1.9129999000000002,48.331,436.00000000000006,-16.2,20.0,21.961,28.88,10398356,1331855920,4841387003,0.5885185467776881,6.724503736212495,0.29619078339405,-2.8917303865844235,8.167770435196076,27.293854825373266,17.28606136329396
6862.HK,HAIDILAO,Consumer Cyclical,80.257384448,17.435293,14.2177725,39.582002,59.315,487.0,-13.600000000000001,5.8999999999999995,9.369001,14.82,25227590,1749678600,5415478340,1.4342626162970415,-7.583315687454483,0.4129232971146802,8.096277560822474,3.8429776752141542,56.33580170806008,-66.888829759036
1177.HK,SBP GROUP,Healthcare,113.159774208,42.199997,20.386003,12.525,38.184,158.0,,9.8,7.361,6.33,70270267,8798973169,17876742337,0.9502960280083118,4.957663590882568,0.3447437137098153,-10.845070299565895,-5.049815513726996,40.85086243552794,-13.087874204138583
0066.HK,MTR CORPORATION,Industrials,202.738008064,13.822034,18.84634,7.7299999999999995,41.151,401.99999999999994,-28.599999999999998,-8.6,27.608,32.62,7095538,1584593218,6214985540,0.38047150721225514,-0.5537462890467673,0.26368837845549953,4.150700031058352,17.060688923492883,18.70109935719377,-9.837327043803
2007.HK,COUNTRY GARDEN,Real Estate,13.22646016,2.2142856,-0.70693487,3.401,340.358,,,-45.4,2.105,0.31,503120271,15638483400,42665998554,1.3599009828163644,-44.49454407729236,0.22065269310756624,-40.384612739438744,-37.99999952316284,73.0706826938373,-96.61947335371754
1288.HK,ABC,Financial Services,2844.96887808,6.3820224,5.774383,9.211001000000001,,491.0,-1.6,2.1,48.674,5.68,87242537,200428283838,30738823096,0.4553409594447644,22.818764649206166,0.28551311775619215,-1.1778117329697135,8.815442448866161,21.508700815158257,174.12498531492568
0868.HK,XINYI GLASS,Basic Materials,43.842920448,13.9577465,10.153688,7.6859996,13.042,434.0,107.60000000000001,-2.0,13.102001,9.91,16163680,1606747853,4424108852,1.1043205256063486,-4.672272399500815,0.37235705747024445,14.434180392896213,13.098544978583803,45.677869878447694,-50.93255359725417
6690.HK,HAIER SMARTHOME,Consumer Cyclical,215.127425024,8.552301,7.596649,16.475001,33.871,659.0,-39.1,-6.7,6.4670000000000005,20.44,15990490,6109758049,2853587266,0.9749010255908092,-0.40799686041678335,0.41634442585903253,-23.845005894730555,-20.558029138479018,38.13507839449672,-29.582810669375647
0762.HK,CHINA UNICOM,Communication Services,216.63383552,9.194805,8.545757,5.6939997,9.191,426.99999999999994,-49.0,-0.2,5.3069999999999995,7.08,44583555,6139794680,30598000000,0.5171979891394878,20.398141646752705,0.2102996246520333,-21.940461279769995,-22.857251815352885,28.466106669620707,124.37240427705554
0728.HK,CHINA TELECOM,Communication Services,559.265284096,11.902439,11.51298,7.185,13.226,615.0,-42.5,-1.5,6.334,4.88,66224246,23596945856,13877410000,0.3954783752599469,22.229193980764585,0.1390221181028334,-18.394647175987757,-11.852301967885925,26.771412406142293,150.53094392908238
2196.HK,FOSUN PHARMA,Healthcare,77.917995008,14.444444,15.072463,6.977,58.904,168.0,11.200000000000001,20.8,8.09,20.8,3007861,1640377274,551940500,1.0011590188854935,4.715902886549436,0.24347623841239924,-2.255645836920439,12.432428308435384,51.21123694448577,-31.54461901116874
1876.HK,BUD APAC,Consumer Defensive,99.884752896,26.034485,17.775867,5.056,2.682,582.0,,-6.0,8.484,7.55,14525825,1655665744,13229769004,0.8133648553368613,-15.300347885294013,0.33327488773294045,-6.443612438087976,-14.785547592601944,35.561052081178204,-64.44969326167185
2319.HK,MENGNIU DAIRY,Consumer Defensive,67.975688192,39.0,11.048682,3.411,53.815,337.0,,-7.6,1.879,17.55,27801995,2940247266,3873258648,0.9718005242321309,-9.601880654193907,0.39996822746418187,17.156206764747004,1.6801796311302741,38.78420340691881,-55.56228362505937
0316.HK,OOIL,Industrials,91.461705728,7.715877,12.7542715,11.368,9.539,642.0,-67.9,-20.0,15.567,138.5,1403657,130133103,660373297,0.6991037843915789,34.03166384571165,0.12798761827261576,9.57278348738293,-0.25919956256502674,49.32285052564565,192.98012659323877
3692.HK,HANSOH PHARMA,Healthcare,238.283702272,37.132076,32.225132,17.349,0.297,110.00000000000001,45.800000000000004,32.0,36.967,39.36,9341533,1216592437,6053955423,0.9571546562028163,13.375013670281396,0.2542705383872164,-4.093567903747674,16.023964970122506,47.90982544917263,12.035088587956654
2618.HK,JD LOGISTICS,Industrials,86.856302592,11.966103,7.700944,11.225999999999999,37.546,,12.9,21.9,3.061,14.12,14979796,1926530211,6151296699,1.3743584326918714,-10.646361586029622,0.4878635215217383,15.548278044287178,0.8571420397077256,50.129908948734816,
1919.HK,COSCO SHIP HOLD,Industrials,258.402762752,6.728889,11.274445,12.394,27.014,1147.0,-64.60000000000001,-12.2,14.062999000000001,15.14,27975083,7154211958,2747930000,0.694858943054131,33.53396289158907,0.15541585677014086,13.749059849832479,5.0981897662429665,44.48765165169387,220.48238374938026
6060.HK,ZA ONLINE,Financial Services,21.515061248,15.962501,13.001942,4.7509998,33.588,,-30.3,10.100000000000001,3.11,12.77,10872903,1012858971,1634812900,1.6317493812987145,-11.332606238977688,0.4889904129136096,-17.39973851064571,-37.24815617501531,58.89708191489043,-74.0183111672135
0019.HK,SWIRE PACIFIC A,Industrials,317.443047424,40.32258,9.6685505,1.101,31.08,434.0,,5.4,3.2479998,87.5,1586882,479401155,778988000,0.49079517938666956,19.459980359196123,0.20405723732227746,29.151291512915133,23.535607883021182,27.42298844480712,117.61233419909854
9626.HK,BILIBILI-W,Communication Services,74.192502784,87.07317,16.46468,8.033,61.978,,429.5,7.6,3.9330002000000004,178.5,4660928,290575247,335944265,2.2469863004283135,-5.572323619608762,0.5597923225127799,-13.684720809542206,-7.512953367875652,75.8014388097144,-79.5766590389016
0083.HK,SINO LAND,Real Estate,109.545914368,28.170732,21.83819,2.1949999,3.016,501.99999999999994,-20.3,34.5,39.226002,11.55,10283943,3686907521,9484494433,0.4388963648854432,10.420797303462054,0.2323322519145516,11.6412323161744,36.77958942585802,22.982524218200755,47.53732759672966
0020.HK,SENSETIME-W,Technology,74.784473088,,-435.12482,-7.029000000000001,22.035,,,30.7,-35.215,1.85,620561063,28368388214,39914193627,1.4938618444618583,4.6560747129050295,0.23277766308216077,-12.322269392442763,6.936416384124566,81.01983707331758,
0168.HK,TSINGTAO BREW,Consumer Defensive,83.480551424,13.311518,12.214586,15.373000000000001,0.363,468.0,,-2.3,14.129,50.85,4059738,881461035,655069178,0.8887583463322478,2.665768317898689,0.366973544470828,-4.686035747897344,-3.784295284283379,37.03026392852474,-16.76734388048984
1044.HK,HENGAN INT'L,Consumer Defensive,31.785127936,11.043479,10.864547,11.75,71.729,558.0,30.8,3.9,10.989001,27.94,2929232,613110784,1137620917,0.45104292936330886,-3.815228284426585,0.22985182201370685,-0.4985733263134562,20.616487083339518,23.745668321171394,-26.86276532368276
0144.HK,CHINA MER PORT,Industrials,62.172516352,9.616883,8.012813,6.1880004,28.566,499.0,-17.1,14.099999999999998,48.705003000000005,14.81,3733093,1168977638,4198009186,0.5473613330143946,13.71380216795773,0.23345781774011584,-6.9723596190813915,-2.04012180035007,28.593044305786076,61.91948282227708
0836.HK,CHINA RES POWER,Utilities,96.862748672,6.6821427,6.10544,12.806000000000001,163.298,602.0,25.0,-4.5,14.232999,18.71,15720984,2149203750,5177057740,0.5645230841779882,25.533200542670066,0.11838170106672997,0.0,-4.905255488236748,41.41235335234947,131.89857521812382
